uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u883,497 493,435 780,"87,60",50,8 716,янв.14
u893,497 493,291 027,"58,50",31,9 388,янв.14
u1300,497 493,305 795,"61,47",50,6 116,янв.14
u261,592 201,0,0,0,/0,янв.14
u1420,592 201,941 779,"159,03",105,8 969,янв.14
u1808,0,0,0,0,/0,янв.14
u1694,592 201,895 055,"151,14",102,8 775,янв.14
u1623,592 201,714 930,"120,72",71,10 069,янв.14
u895,592 201,547 535,"92,46",74,7 399,янв.14
u877,545 682,0,0,0,/0,янв.14
u631,545 682,601 979,"110,32",54,11 148,янв.14
u343,545 682,719 445,"131,84",71,10 133,янв.14
u1409,545 682,334 764,"61,35",44,7 608,янв.14
u891,545 682,726 554,"133,15",69,10 530,янв.14
u262,0,1 656,"0,00",0,/0,янв.14
u2038,0,0,0,0,/0,янв.14
u287,362 117,364 123,"100,55",34,10 710,янв.14
u1698,362 117,153 161,"42,30",14,10 940,янв.14
u1435,362 117,412 010,"113,78",42,9 810,янв.14
u47,441 966,452 029,"102,28",37,12 217,янв.14
u1958,441 966,274 269,"62,06",38,7 218,янв.14
u1957,441 966,208 831,"47,25",17,12 284,янв.14
u50,441 966,367 515,"83,15",39,9 423,янв.14
u1535,441 966,312 412,"70,69",41,7 620,янв.14
u1981,0,0,0,0,/0,янв.14
u124,0,0,0,0,/0,янв.14
u149,432 193,0,0,0,/0,янв.14
u637,432 193,440 980,"102,03",57,7 736,янв.14
u63,432 193,68 351,"15,81",8,8 544,янв.14
u639,432 193,479 065,"110,85",73,6 563,янв.14
u641,432 193,236 762,"54,78",48,4 933,янв.14
u632,708 648,904 310,"127,61",95,9 519,янв.14
u382,708 648,820 024,"115,72",92,8 913,янв.14
u142,0,0,0,0,/0,янв.14
u638,708 648,705 892,"99,61",69,10 230,янв.14
u49,0,0,0,0,/0,янв.14
u636,708 648,218 240,"30,80",30,7 275,янв.14
u1436,708 648,40 672,"5,74",5,8 134,янв.14
u52,0,0,0,0,/0,янв.14
u1776,708 648,0,0,0,/0,янв.14
u716,645 682,840 405,"130,16",71,11 837,янв.14
u1408,645 682,341 730,"52,93",40,8 543,янв.14
u717,0,0,0,0,/0,янв.14
u719,645 682,818 983,"126,84",80,10 237,янв.14
u720,645 682,553 488,"85,72",62,8 927,янв.14
u1339,0,0,0,0,/0,янв.14
u2065,0,0,0,0,/0,янв.14
u1352,0,0,0,0,/0,янв.14
u1353,0,0,0,0,/0,янв.14
u1355,0,0,0,0,/0,янв.14
u1372,894 115,766 477,"85,72",69,11 108,янв.14
u1374,0,0,0,0,/0,янв.14
u1759,894 115,0,0,0,/0,янв.14
u1385,894 115,999 874,"111,83",76,13 156,янв.14
u460,894 115,104 694,"11,71",23,4 552,янв.14
u1390,894 115,764 332,"85,48",66,11 581,янв.14
u1375,501 061,510 865,"101,96",66,7 740,янв.14
u1376,501 061,190 209,"37,96",20,9 510,янв.14
u1379,0,0,0,0,/0,янв.14
u1384,501 061,456 559,"91,12",66,6 918,янв.14
u1389,501 061,520 612,"103,90",46,11 318,янв.14
u1373,510 000,0,0,0,/0,янв.14
u1377,0,0,0,0,/0,янв.14
u831,510 000,427 559,"83,84",61,7 009,янв.14
u1382,0,0,0,0,/0,янв.14
u1383,510 000,5 853,"1,15",1,5 853,янв.14
u1388,510 000,411 877,"80,76",60,6 865,янв.14
u64,0,0,0,0,/0,янв.14
u1729,494 133,301 121,"60,94",37,8 138,янв.14
u1534,0,0,0,0,/0,янв.14
u1743,494 133,521 919,"105,62",53,9 848,янв.14
u851,596 632,0,0,0,/0,янв.14
u543,0,0,0,0,/0,янв.14
u1732,596 632,497 091,"83,32",65,7 648,янв.14
u1733,0,0,0,0,/0,янв.14
u664,596 632,704 682,"118,11",46,15 319,янв.14
u20,596 632,466 315,"78,16",48,9 715,янв.14
u689,616 423,161 915,"26,27",20,8 096,янв.14
u2112,616 423,543 398,"88,15",71,7 653,янв.14
u1741,0,0,0,0,/0,янв.14
u1742,616 423,629 379,"102,10",72,8 741,янв.14
u541,772 403,750 152,"97,12",80,9 377,янв.14
u1727,772 403,546 593,"70,77",54,10 122,янв.14
u544,0,0,0,0,/0,янв.14
u17,772 403,0,0,0,/0,янв.14
u1736,772 403,749 895,"97,09",63,11 903,янв.14
u127,772 403,165 248,"21,39",30,5 508,янв.14
u1739,772 403,789 280,"102,18",88,8 969,янв.14
u931,473 141,7 235,"1,53",2,3 618,янв.14
u1734,473 141,721 810,"152,56",71,10 166,янв.14
u2042,473 141,18 911,"4,00",2,9 456,янв.14
u1333,473 141,752 332,"159,01",69,10 903,янв.14
u1744,473 141,0,0,0,/0,янв.14
u1746,473 141,0,0,0,/0,янв.14
u1748,0,0,0,0,/0,янв.14
u367,541 226,820 401,"151,58",79,10 385,янв.14
u712,541 226,739 437,"136,62",88,8 403,янв.14
u1904,541 226,577 529,"106,71",55,10 501,янв.14
u1738,0,0,0,0,/0,янв.14
u1793,541 226,84 544,"15,62",21,4 026,янв.14
u2079,133 570,133 570,"100,00",14,9 541,янв.14
u490,132 341,132 341,"100,00",20,6 617,янв.14
u440,225 942,225 942,"100,00",20,11 297,янв.14
u1747,141 762,141 762,"100,00",14,10 126,янв.14
u704,353 222,357 311,"101,16",43,8 310,янв.14
u1728,353 222,245 128,"69,40",39,6 285,янв.14
u958,0,0,0,0,/0,янв.14
u1668,353 222,437 888,"123,97",39,11 228,янв.14
u546,353 222,355 794,"100,73",33,10 782,янв.14
u1725,0,0,0,0,/0,янв.14
u1730,304 717,304 717,"100,00",39,7 813,янв.14
u1921,301 533,301 533,"100,00",32,9 423,янв.14
u167,0,0,0,0,/0,янв.14
u540,0,0,0,0,/0,янв.14
u1505,629 204,644 233,"102,39",66,9 761,янв.14
u1839,629 204,735 362,"116,87",87,8 452,янв.14
u1840,629 204,723 379,"114,97",82,8 822,янв.14
u784,629 204,337 954,"53,71",31,10 902,янв.14
u531,112 105,112 105,"100,00",20,5 605,янв.14
u60,248 868,248 868,"100,00",28,8 888,янв.14
u53,127 792,127 792,"100,00",15,8 519,янв.14
u1928,1 128 557,516 739,"45,79",63,8 202,янв.14
u1765,1 128 557,660 892,"58,56",63,10 490,янв.14
u872,1 128 557,1 013 025,"89,76",91,11 132,янв.14
u1930,0,0,0,0,/0,янв.14
u1933,1 128 557,800 375,"70,92",82,9 761,янв.14
u1581,277 257,277 257,"100,00",24,11 552,янв.14
u1835,260 264,260 264,"100,00",28,9 295,янв.14
u166,256 376,256 376,"100,00",32,8 012,янв.14
u676,283 646,283 646,"100,00",32,8 864,янв.14
u1836,0,0,0,0,/0,янв.14
u2010,501 817,341 167,"67,99",35,9 748,янв.14
u2014,501 817,326 392,"65,04",35,9 325,янв.14
u2015,0,0,0,0,/0,янв.14
u118,501 817,308 616,"61,50",21,14 696,янв.14
u2016,501 817,352 720,"70,29",35,10 078,янв.14
u2012,0,0,0,0,/0,янв.14
u781,452 254,0,0,0,/0,янв.14
u854,452 254,411 830,"91,06",48,8 580,янв.14
u130,452 254,40 743,"9,01",6,6 790,янв.14
u2017,452 254,720 386,"159,29",64,11 256,янв.14
u774,445 682,106 552,"23,91",22,4 843,янв.14
u1688,445 682,0,0,0,/0,янв.14
u775,445 682,0,0,0,/0,янв.14
u1559,445 682,476 594,"106,94",59,8 078,янв.14
u2078,445 682,456 798,"102,49",61,7 488,янв.14
u776,445 682,429 649,"96,40",46,9 340,янв.14
u467,239 136,215 244,"90,01",28,7 687,янв.14
u111,470 474,413 833,"87,96",43,9 624,янв.14
u101,470 474,390 151,"82,93",34,11 475,янв.14
u1558,470 474,0,0,0,/0,янв.14
u896,470 474,428 530,"91,08",37,11 582,янв.14
u569,810 747,810 747,"100,00",65,12 473,янв.14
u97,0,0,0,0,/0,янв.14
u550,822 140,822 140,"100,00",62,13 260,янв.14
u326,255 686,255 686,"100,00",33,7 748,янв.14
u334,244 988,244 988,"100,00",22,11 136,янв.14
u98,783 619,783 619,"100,00",76,10 311,янв.14
u99,14 945,14 945,"100,00",3,4 982,янв.14
u1013,232 332,232 332,"100,00",23,10 101,янв.14
u190,268 821,224 678,"83,58",28,8 024,янв.14
u1939,268 821,283 178,"105,34",34,8 329,янв.14
u192,268 821,0,0,0,/0,янв.14
u1789,0,0,0,0,/0,янв.14
u754,416 676,423 713,"101,69",52,8 148,янв.14
u1822,682 965,516 440,"75,62",48,10 759,янв.14
u189,0,0,0,0,/0,янв.14
u194,682 965,451 169,"66,06",58,7 779,янв.14
u120,682 965,528 240,"77,35",63,8 385,янв.14
u193,682 965,569 433,"83,38",64,8 897,янв.14
u195,682 965,759 042,"111,14",81,9 371,янв.14
u244,849 582,787 850,"92,73",103,7 649,янв.14
u240,0,0,0,0,/0,янв.14
u250,849 582,859 359,"101,15",91,9 444,янв.14
u252,849 582,887 748,"104,49",87,10 204,янв.14
u255,849 582,768 558,"90,46",88,8 734,янв.14
u2045,0,0,0,0,/0,янв.14
u243,834 071,0,0,0,/0,янв.14
u247,834 071,702 202,"84,19",68,10 327,янв.14
u1724,834 071,745 258,"89,35",47,15 857,янв.14
u1366,834 071,737 051,"88,37",69,10 682,янв.14
u677,834 071,670 272,"80,36",63,10 639,янв.14
u183,834 071,772 572,"92,63",84,9 197,янв.14
u1903,633 296,507 605,"80,15",60,8 460,янв.14
u705,633 296,733 473,"115,82",61,12 024,янв.14
u662,633 296,136 891,"21,62",15,9 126,янв.14
u14,633 296,437 927,"69,15",46,9 520,янв.14
u248,1 079 387,949 446,"87,96",116,8 185,янв.14
u251,1 079 387,1 122 517,"104,00",111,10 113,янв.14
u743,640 462,464 399,"72,51",65,7 145,янв.14
u269,640 462,502 405,"78,44",69,7 281,янв.14
u746,640 462,539 611,"84,25",66,8 176,янв.14
u844,0,0,0,0,/0,янв.14
u270,640 462,523 568,"81,75",60,8 726,янв.14
u146,389 972,137 554,"35,27",19,7 240,янв.14
u1869,389 972,319 344,"81,89",38,8 404,янв.14
u678,0,0,0,0,/0,янв.14
u924,389 972,392 327,"100,60",50,7 847,янв.14
u856,435 376,349 721,"80,33",40,8 743,янв.14
u858,435 376,217 355,"49,92",23,9 450,янв.14
u860,435 376,518 923,"119,19",44,11 794,янв.14
u861,435 376,349 341,"80,24",48,7 278,янв.14
u750,0,0,0,0,/0,янв.14
u644,0,2 360,"0,00",0,/0,янв.14
u552,651 253,479 239,"73,59",55,8 713,янв.14
u1519,651 253,812 612,"124,78",104,7 814,янв.14
u600,651 253,120 450,"18,50",9,13 383,янв.14
u863,651 253,708 158,"108,74",74,9 570,янв.14
u906,626 741,391 523,"62,47",52,7 529,янв.14
u961,626 741,451 322,"72,01",60,7 522,янв.14
u549,0,6 144,"0,00",1,6 144,янв.14
u907,626 741,460 026,"73,40",60,7 667,янв.14
u908,626 741,732 038,"116,80",86,8 512,янв.14
u245,0,0,0,0,/0,янв.14
u564,612 813,584 300,"95,35",58,10 074,янв.14
u1361,612 813,621 961,"101,49",62,10 032,янв.14
u1362,612 813,496 594,"81,04",58,8 562,янв.14
u523,612 813,513 740,"83,83",60,8 562,янв.14
u2026,356 546,199 718,"56,01",20,9 986,янв.14
u1451,356 546,436 443,"122,41",38,11 485,янв.14
u1880,0,0,0,0,/0,янв.14
u516,356 546,459 687,"128,93",43,10 690,янв.14
u1626,557 103,394 589,"70,83",59,6 688,янв.14
u1627,557 103,408 327,"73,29",53,7 704,янв.14
u1901,557 103,395 723,"71,03",53,7 466,янв.14
u1630,0,0,0,0,/0,янв.14
u586,557 103,286 809,"51,48",35,8 195,янв.14
u1923,501 393,623 570,"124,37",66,9 448,янв.14
u184,501 393,599 089,"119,48",63,9 509,янв.14
u1781,501 393,0,0,0,/0,янв.14
u1784,0,88 424,"0,00",16,5 526,янв.14
u320,501 393,360 853,"71,97",43,8 392,янв.14
u2096,0,0,0,0,/0,янв.14
u1777,0,0,0,0,/0,янв.14
u1778,863 510,1 135 127,"131,46",101,11 239,янв.14
u1870,863 510,1 156 663,"133,95",105,11 016,янв.14
u818,863 510,0,0,0,/0,янв.14
u1782,863 510,1 002 284,"116,07",91,11 014,янв.14
u1786,863 510,932 793,"108,02",74,12 605,янв.14
u1525,0,0,0,0,/0,янв.14
u185,597 776,684 520,"114,51",39,17 552,янв.14
u1527,597 776,193 353,"32,35",28,6 905,янв.14
u2032,597 776,370 409,"61,96",35,10 583,янв.14
u371,597 776,691 674,"115,71",54,12 809,янв.14
u360,597 776,795 209,"133,03",69,11 525,янв.14
u159,0,0,0,0,/0,янв.14
u263,685 841,365 603,"53,31",47,7 779,янв.14
u2085,685 841,695 978,"101,48",71,9 803,янв.14
u1522,685 841,686 113,"100,04",78,8 796,янв.14
u2091,685 841,698 506,"101,85",73,9 569,янв.14
u2093,0,0,0,0,/0,янв.14
u2094,685 841,0,0,0,/0,янв.14
u2058,353 982,275 979,"77,96",32,8 624,янв.14
u33,353 982,361 808,"102,21",41,8 825,янв.14
u2089,353 982,289 498,"81,78",37,7 824,янв.14
u2083,835 655,231 579,"27,71",27,8 577,янв.14
u1754,835 655,0,0,0,/0,янв.14
u2086,835 655,347 433,"41,58",40,8 686,янв.14
u533,835 655,1 170 056,"140,02",106,11 038,янв.14
u1625,0,0,0,0,/0,янв.14
u2082,530 973,878 541,"165,46",89,9 871,янв.14
u2084,530 973,342 119,"64,43",42,8 146,янв.14
u768,530 973,470 557,"88,62",50,9 411,янв.14
u492,530 973,531 346,"100,07",58,9 161,янв.14
u2092,530 973,556 344,"104,78",61,9 120,янв.14
u461,530 973,59 363,"11,18",7,8 480,янв.14
u588,0,0,0,0,/0,янв.14
u1397,552 987,0,0,0,/0,янв.14
u1994,552 987,354 149,"64,04",41,8 638,янв.14
u1591,552 987,440 280,"79,62",44,10 006,янв.14
u1955,0,0,0,0,/0,янв.14
u31,552 987,0,0,0,/0,янв.14
u150,552 987,438 346,"79,27",54,8 118,янв.14
u1619,552 987,699 312,"126,46",69,10 135,янв.14
u23,552 987,517 554,"93,59",66,7 842,янв.14
u43,313 210,0,0,0,/0,янв.14
u1817,313 210,345 052,"110,17",37,9 326,янв.14
u1837,313 210,0,0,0,/0,янв.14
u41,313 210,396 376,"126,55",44,9 009,янв.14
u1752,313 210,484 422,"154,66",30,16 147,янв.14
u898,313 210,365 956,"116,84",49,7 468,янв.14
u42,0,0,0,0,/0,янв.14
u65,934 174,823 883,"88,19",87,9 470,янв.14
u66,934 174,518 535,"55,51",68,7 626,янв.14
u583,0,0,0,0,/0,янв.14
u68,934 174,796 295,"85,24",82,9 711,янв.14
u70,934 174,1 009 306,"108,04",98,10 299,янв.14
u1753,312 365,320 107,"102,48",32,10 003,янв.14
u69,312 365,297 641,"95,29",32,9 301,янв.14
u51,312 365,233 663,"74,80",18,12 981,янв.14
u469,312 365,303 154,"97,05",28,10 827,янв.14
u71,0,0,0,0,/0,янв.14
u204,593 812,0,0,0,/0,янв.14
u213,593 812,156 876,"26,42",18,8 715,янв.14
u222,593 812,840 550,"141,55",68,12 361,янв.14
u684,593 812,610 295,"102,78",66,9 247,янв.14
u1338,0,0,0,0,/0,янв.14
u228,0,0,0,0,/0,янв.14
u229,593 812,576 469,"97,08",50,11 529,янв.14
u199,0,22 290,"0,00",7,3 184,янв.14
u202,747 937,0,0,0,/0,янв.14
u779,747 937,0,0,0,/0,янв.14
u216,747 937,747 909,"100,00",68,10 999,янв.14
u223,747 937,728 205,"97,36",71,10 256,янв.14
u224,747 937,118 797,"15,88",13,9 138,янв.14
u225,747 937,369 044,"49,34",33,11 183,янв.14
u813,747 937,551 360,"73,72",64,8 615,янв.14
u198,689 418,744 022,"107,92",65,11 446,янв.14
u1189,689 418,209 258,"30,35",27,7 750,янв.14
u209,689 418,813 744,"118,03",78,10 433,янв.14
u220,0,0,0,0,/0,янв.14
u812,689 418,0,0,0,/0,янв.14
u226,689 418,456 821,"66,26",17,26 872,янв.14
u814,689 418,533 193,"77,34",47,11 345,янв.14
u1864,578 768,366 255,"63,28",32,11 445,янв.14
u710,578 768,0,0,0,/0,янв.14
u205,578 768,618 304,"106,83",66,9 368,янв.14
u207,0,0,0,0,/0,янв.14
u1483,0,0,0,0,/0,янв.14
u219,578 768,627 102,"108,35",75,8 361,янв.14
u810,0,0,0,0,/0,янв.14
u200,863 510,919 799,"106,52",77,11 945,янв.14
u7,863 510,963 175,"111,54",81,11 891,янв.14
u1088,0,0,0,0,/0,янв.14
u215,863 510,1 081 915,"125,29",103,10 504,янв.14
u214,0,0,0,0,/0,янв.14
u221,863 510,827 804,"95,86",16,51 738,янв.14
u299,0,600,"0,00",1,600,янв.14
u736,584 958,303 641,"51,91",23,13 202,янв.14
u1951,0,0,0,0,/0,янв.14
u231,584 958,248 835,"42,54",18,13 824,янв.14
u232,584 958,677 165,"115,76",69,9 814,янв.14
u233,584 958,617 613,"105,58",63,9 803,янв.14
u799,0,0,0,0,/0,янв.14
u798,822 703,674 761,"82,02",52,12 976,янв.14
u800,822 703,808 076,"98,22",67,12 061,янв.14
u801,822 703,707 672,"86,02",56,12 637,янв.14
u787,802 786,762 258,"94,95",66,11 549,янв.14
u790,802 786,519 240,"64,68",48,10 818,янв.14
u791,0,0,0,0,/0,янв.14
u795,802 786,792 610,"98,73",53,14 955,янв.14
u1815,802 786,0,0,0,/0,янв.14
u802,802 786,0,0,0,/0,янв.14
u1893,802 786,739 604,"92,13",60,12 327,янв.14
u1417,573 486,593 542,"103,50",42,14 132,янв.14
u44,573 486,573 540,"100,01",45,12 745,янв.14
u1521,573 486,0,0,0,/0,янв.14
u1441,573 486,573 764,"100,05",45,12 750,янв.14
u796,0,0,0,0,/0,янв.14
u107,573 486,574 014,"100,09",33,17 394,янв.14
u622,573 486,573 958,"100,08",66,8 696,янв.14
u788,0,0,0,0,/0,янв.14
u2000,661 504,487 291,"73,66",36,13 536,янв.14
u794,661 504,495 382,"74,89",39,12 702,янв.14
u143,661 504,292 016,"44,14",19,15 369,янв.14
u1975,661 504,671 493,"101,51",59,11 381,янв.14
u1445,661 504,450 687,"68,13",46,9 798,янв.14
u865,664 025,645 207,"97,17",74,8 719,янв.14
u962,0,0,0,0,/0,янв.14
u687,664 025,610 265,"91,90",82,7 442,янв.14
u1603,664 025,404 137,"60,86",40,10 103,янв.14
u688,664 025,659 307,"99,29",91,7 245,янв.14
u869,794 912,427 479,"53,78",38,11 249,янв.14
u165,794 912,480 467,"60,44",62,7 749,янв.14
u1856,794 912,364 555,"45,86",33,11 047,янв.14
u1447,794 912,583 966,"73,46",45,12 977,янв.14
u5,794 912,0,0,0,/0,янв.14
u870,0,0,0,0,/0,янв.14
u1906,0,0,0,0,/0,янв.14
u137,639 833,662 354,"103,52",54,12 266,янв.14
u1404,639 833,652 114,"101,92",57,11 441,янв.14
u1369,639 833,195 428,"30,54",23,8 497,янв.14
u1370,639 833,652 537,"101,99",59,11 060,янв.14
u1398,358 792,520 863,"145,17",54,9 646,янв.14
u1399,358 792,445 191,"124,08",57,7 810,янв.14
u618,358 792,286 925,"79,97",31,9 256,янв.14
u1400,358 792,0,0,0,/0,янв.14
u1401,358 792,447 378,"124,69",41,10 912,янв.14
u524,0,0,0,0,/0,янв.14
u1402,835 263,978 987,"117,21",128,7 648,янв.14
u1405,835 263,920 934,"110,26",106,8 688,янв.14
u1406,0,0,0,0,/0,янв.14
u1407,835 263,926 898,"110,97",111,8 350,янв.14
u591,835 263,875 518,"104,82",92,9 516,янв.14
u230,552 604,495 542,"89,67",38,13 041,янв.14
u84,0,0,0,0,/0,янв.14
u1941,552 604,486 725,"88,08",49,9 933,янв.14
u1611,552 604,406 781,"73,61",37,10 994,янв.14
u820,552 604,621 154,"112,40",44,14 117,янв.14
u1,552 604,416 182,"75,31",35,11 891,янв.14
u1614,552 604,0,0,0,/0,янв.14
u15,0,0,0,0,/0,янв.14
u2067,552 604,0,0,0,/0,янв.14
u1810,895 722,259 283,"28,95",38,6 823,янв.14
u1485,895 722,904 095,"100,93",71,12 734,янв.14
u13,895 722,786 541,"87,81",63,12 485,янв.14
u566,0,0,0,0,/0,янв.14
u1357,374 750,296 972,"79,25",35,8 485,янв.14
u1863,374 750,317 999,"84,86",40,7 950,янв.14
u1616,374 750,250 405,"66,82",23,10 887,янв.14
u1617,374 750,0,0,0,/0,янв.14
u1620,374 750,187 741,"50,10",21,8 940,янв.14
u1430,638 706,588 805,"92,19",55,10 706,янв.14
u1959,0,0,0,0,/0,янв.14
u208,638 706,359 947,"56,36",30,11 998,янв.14
u1890,638 706,619 236,"96,95",61,10 151,янв.14
u1618,638 706,536 023,"83,92",55,9 746,янв.14
u1607,590 580,596 329,"100,97",49,12 170,янв.14
u1609,590 580,0,0,0,/0,янв.14
u1613,590 580,0,0,0,/0,янв.14
u6,590 580,598 747,"101,38",62,9 657,янв.14
u2080,94 390,94 390,"100,00",17,188 198,янв.14
u2077,116 024,116 024,"100,00",7,16 575,янв.14
u1847,1 231 618,637 861,"51,79",45,14 175,янв.14
u762,0,0,0,0,/0,янв.14
u1801,1 231 618,631 251,"51,25",49,12 883,янв.14
u1629,1 231 618,281 071,"22,82",16,17 567,янв.14
u1804,1 231 618,27 847,"2,26",3,9 282,янв.14
u1301,228 723,228 723,"100,00",12,19 060,янв.14
u1802,0,0,0,0,/0,янв.14
u1977,1 194 853,1 226 605,"102,66",75,16 355,янв.14
u1849,0,0,0,0,/0,янв.14
u917,1 194 853,1 236 573,"103,49",54,22 899,янв.14
u1578,1 194 853,885 494,"74,11",42,21 083,янв.14
u1997,0,0,0,0,/0,янв.14
u921,1 194 853,2 519 102,"210,83",89,28 305,янв.14
u491,1 194 853,831 377,"69,58",51,16 302,янв.14
u1797,974 930,836 112,"85,76",52,16 079,янв.14
u518,974 930,595 554,"61,09",39,15 271,янв.14
u1853,974 930,57 166,"5,86",4,14 292,янв.14
u1594,497 301,497 301,"100,00",13,38 254,янв.14
u1323,561 545,10 317,"1,84",3,3 439,янв.14
u1850,561 545,13 990,"2,49",8,1 749,янв.14
u1602,561 545,645 160,"114,89",81,7 965,янв.14
u1788,0,0,0,0,/0,янв.14
u1687,561 545,548 973,"97,76",65,8 446,янв.14
u1854,561 545,0,0,0,/0,янв.14
u106,9 191,9 191,"100,00",2,4 596,янв.14
u1686,251 237,251 237,"100,00",32,7 851,янв.14
u1851,204 126,204 126,"100,00",21,9 720,янв.14
u1852,472,472,"100,00",0,/0,янв.14
u1909,441 176,40 358,"9,15",3,13 453,янв.14
u1911,441 176,508 808,"115,33",47,10 826,янв.14
u1913,441 176,15 103,"3,42",3,5 034,янв.14
u1914,0,0,0,0,/0,янв.14
u1915,441 176,442 092,"100,21",49,9 022,янв.14
u683,441 176,443 965,"100,63",42,10 571,янв.14
u1595,441 176,478 724,"108,51",47,10 186,янв.14
u1905,0,0,0,0,/0,янв.14
u1907,389 972,203 829,"52,27",23,8 862,янв.14
u1908,389 972,0,0,0,/0,янв.14
u1910,389 972,232 930,"59,73",26,8 959,янв.14
u1912,389 972,0,0,0,/0,янв.14
u59,389 972,0,0,0,/0,янв.14
u2047,633 343,206 876,"32,66",24,8 620,янв.14
u2027,0,0,0,0,/0,янв.14
u739,633 343,0,0,0,/0,янв.14
u2049,633 343,650 904,"102,77",47,13 849,янв.14
u2048,633 343,706 497,"111,55",53,13 330,янв.14
u2051,633 343,890 094,"140,54",61,14 592,янв.14
u1506,568 923,448 654,"78,86",64,7 010,фев.14
u1425,0,0,"0,00",0,/0,фев.14
u48,568 923,0,"0,00",0,/0,фев.14
u759,568 923,463 786,"81,52",74,6 267,фев.14
u121,568 923,485 308,"85,30",46,10 550,фев.14
u713,505 943,513 179,"101,43",64,8 018,фев.14
u256,505 943,0,"0,00",0,/0,фев.14
u758,505 943,0,"0,00",0,/0,фев.14
u386,505 943,340 480,"67,30",47,7 244,фев.14
u2005,0,33 623,#ДЕЛ/0!,6,5 604,фев.14
u1589,0,0,"0,00",0,/0,фев.14
u1969,1 715 194,1 445 109,"84,25",143,10 106,фев.14
u1701,1 715 194,1 477 448,"86,14",169,8 742,фев.14
u1231,1 715 194,1 987 441,"115,87",204,9 742,фев.14
u510,0,0,"0,00",0,/0,фев.14
u448,902 388,1 016 811,"112,68",111,9 160,фев.14
u1972,0,0,"0,00",0,/0,фев.14
u1681,902 388,1 004 051,"111,27",93,10 796,фев.14
u1471,379 685,325 115,"85,63",24,13 546,фев.14
u620,902 388,1 013 769,"112,34",103,9 842,фев.14
u553,1 071 438,1 021 512,"95,34",87,11 742,фев.14
u806,0,0,"0,00",0,/0,фев.14
u567,1 071 438,1 051 638,"98,15",82,12 825,фев.14
u849,1 071 438,1 020 113,"95,21",102,10 001,фев.14
u136,1 071 438,1 030 354,"96,17",77,13 381,фев.14
u581,1 071 438,0,"0,00",0,/0,фев.14
u341,564 067,595 517,"105,58",65,9 162,фев.14
u2006,564 067,828 655,"146,91",75,11 049,фев.14
u1206,564 067,565 091,"100,18",59,9 578,фев.14
u1824,0,0,"0,00",0,/0,фев.14
u62,0,0,"0,00",0,/0,фев.14
u1774,1 375 370,0,"0,00",0,/0,фев.14
u1470,1 375 370,0,"0,00",0,/0,фев.14
u114,1 375 370,0,"0,00",0,/0,фев.14
u1118,1 375 370,1 823 628,"132,59",155,11 765,фев.14
u1392,0,614 312,#ДЕЛ/0!,83,7 401,фев.14
u819,0,317 845,#ДЕЛ/0!,48,6 622,фев.14
u145,0,0,"0,00",0,/0,фев.14
u327,1 029 805,559 262,"54,31",48,11 651,фев.14
u1281,0,311 434,#ДЕЛ/0!,44,7 078,фев.14
u1780,1 029 805,0,"0,00",0,/0,фев.14
u1532,0,0,"0,00",0,/0,фев.14
u1125,1 029 805,1 089 386,"105,79",95,11 467,фев.14
u281,1 029 805,1 205 364,"117,05",90,13 393,фев.14
u1500,1 029 805,1 484 467,"144,15",96,15 463,фев.14
u1821,2 007 521,0,"0,00",0,/0,фев.14
u497,2 007 521,2 148 377,"107,02",167,12 865,фев.14
u177,0,0,"0,00",0,/0,фев.14
u1517,2 007 521,0,"0,00",0,/0,фев.14
u1305,0,0,"0,00",0,/0,фев.14
u1308,1 275 664,1 388 890,"108,88",83,16 734,фев.14
u348,1 275 664,1 336 750,"104,79",92,14 530,фев.14
u1026,1 275 664,0,"0,00",0,/0,фев.14
u823,1 275 664,0,"0,00",0,/0,фев.14
u1033,1 275 664,0,"0,00",0,/0,фев.14
u596,1 275 664,1 334 677,"104,63",64,20 854,фев.14
u78,1 275 664,669 846,"52,51",65,10 305,фев.14
u1124,1 275 664,1 303 505,"102,18",116,11 237,фев.14
u1530,0,0,"0,00",0,/0,фев.14
u1601,622 788,755 213,"121,26",76,9 937,фев.14
u1171,622 788,639 158,"102,63",72,8 877,фев.14
u355,622 788,668 641,"107,36",57,11 731,фев.14
u357,622 788,598 974,"96,18",57,10 508,фев.14
u1284,622 788,684 608,"109,93",74,9 251,фев.14
u324,1 183 710,1 183 710,"100,00",131,9 036,фев.14
u217,264 495,264 495,"100,00",42,6 298,фев.14
u965,372 434,372 434,"100,00",58,6 421,фев.14
u1472,539 793,539 793,"100,00",69,7 823,фев.14
u338,1 069 359,1 132 555,"105,91",111,10 203,фев.14
u323,1 069 359,1 097 167,"102,60",144,7 619,фев.14
u1888,1 069 359,0,"0,00",0,/0,фев.14
u827,1 069 359,699 640,"65,43",70,9 995,фев.14
u1590,0,590 501,#ДЕЛ/0!,99,5 965,фев.14
u1423,0,0,"0,00",0,/0,фев.14
u502,1 195 000,1 237 270,"103,54",123,10 059,фев.14
u1892,1 195 000,1 450 180,"121,35",165,8 789,фев.14
u330,1 195 000,1 233 567,"103,23",164,7 522,фев.14
u1329,0,72 676,#ДЕЛ/0!,15,4 845,фев.14
u1358,0,0,"0,00",0,/0,фев.14
