uid,Пол,ДатаРождения,ДатаПриема,УИН Подразделения,ЭтоРуководитель,Место рождения,Должность
u1125,ж,13.02.1965,22.10.2012,18799af9-7286-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u20,ж,29.11.1979,22.10.2013,9cbea40d-727a-11e0-a872-001b789beaf2,0,Алапаевск,Продавец-кассир
u1371,ж,15.11.1978,22.10.2013,8db2b46a-6758-11e1-933a-001b789beaf2,0,Новосибирск,Территориальный менеджер
u1732,ж,20.08.1970,22.10.2013,9cbea40d-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u1971,ж,14.08.1974,22.11.2012,74086932-c76f-11e2-abbd-ac162d794eee,0,Фрунзе,Менеджер по специальным проектам
u874,ж,24.12.1983,22.11.2013,2872f0ab-722e-11e0-a872-001b789beaf2,0,Лев Толстой,Продавец-кассир
u704,ж,06.01.1988,22.12.2011,9cbea409-727a-11e0-a872-001b789beaf2,0,Карпушиха,Продавец-кассир
u1658,м,01.09.1962,22.12.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,с.Корчаг,Охранник
u2016,ж,12.06.1980,23.01.2012,7148875b-e429-11e0-9c6e-001b789beaf2,0,Челябинск,Старший продавец-кассир
u120,ж,30.03.1987,23.01.2013,9cbea41d-727a-11e0-a872-001b789beaf2,0,Березники,Продавец-кассир
u1487,ж,02.06.1977,23.01.2013,d749eaa4-c028-11e1-abb2-001b789beaf2,1,Патровка,Управляющий
u1488,ж,02.06.1977,23.01.2013,d749eaa4-c028-11e1-abb2-001b789beaf2,1,Патровка,Управляющий
u1696,ж,24.05.1976,23.01.2013,9cbea422-727a-11e0-a872-001b789beaf2,0,Санкт-Петербург,Продавец-кассир
u1848,ж,03.02.1988,23.01.2014,35bbbbb6-60b0-11e3-a917-ac162d794eee,0,Сырдарья,Продавец-кассир
u1000,м,08.04.1967,23.04.2010,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель-экспедитор спецавтотранспорта
u1001,м,08.04.1967,23.04.2010,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель-экспедитор спецавтотранспорта
u560,ж,15.06.1978,23.04.2012,b183c895-7c95-11e1-933a-001b789beaf2,0,Ессентуки,Продавец-кассир
u1704,ж,05.03.1977,23.04.2012,9cbea415-727a-11e0-a872-001b789beaf2,0,Саратов,Продавец-кассир
u305,ж,25.02.1989,23.04.2013,31df015d-6d01-11e0-a872-001b789beaf2,0,Москва,Экономист
u1558,ж,17.02.1982,23.04.2013,8f795e69-7e53-11e2-9998-001b789beaf2,0,Потсдам,Продавец-кассир
u930,ж,10.09.1977,23.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Харьков,Продавец
u1274,ж,07.04.1973,23.04.2014,2872f0b8-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u609,м,29.12.1981,23.05.2011,74086932-c76f-11e2-abbd-ac162d794eee,0,Ижевск,Руководитель отдела
u610,м,29.12.1981,23.05.2011,74086932-c76f-11e2-abbd-ac162d794eee,0,Ижевск,Руководитель отдела
u1230,ж,10.07.1984,23.05.2011,aea31393-7310-11e0-a872-001b789beaf2,0,Москва,Аналитик
u456,ж,03.05.1969,23.05.2013,b9d2f346-c753-11e2-abbd-ac162d794eee,0,Ташкент,Руководитель отдела
u788,ж,16.09.1979,23.05.2013,5a51116e-d4bf-11e2-8bd0-ac162d794eee,1,Краснодар,Управляющий
u829,ж,15.08.1990,23.05.2013,9b63a711-2e66-11e2-b37d-001b789beaf2,0,Куйбышев,Старший продавец-кассир
u1018,м,03.11.1989,23.05.2013,dd63a718-6cfc-11e0-a872-001b789beaf2,0,Москва,Курьер
u201,ж,19.07.1989,23.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Аликово,Продавец
u956,ж,26.06.1993,23.05.2014,18799ae4-7286-11e0-a872-001b789beaf2,0,Мирный,Продавец
u1582,ж,30.03.1974,23.05.2014,5a51116c-d4bf-11e2-8bd0-ac162d794eee,0,Пярну,Продавец
u573,м,19.04.1971,23.06.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Жуковский,Охранник
u574,м,19.04.1971,23.06.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Жуковский,Охранник
u575,м,19.04.1971,23.06.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Жуковский,Охранник
u249,ж,25.01.1986,23.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Большие плоты,Продавец
u264,ж,28.09.1989,23.06.2014,9cbea428-727a-11e0-a872-001b789beaf2,0,Выборг,Продавец
u659,ж,18.05.1974,23.06.2014,6fbb2818-f632-11e0-9c6e-001b789beaf2,0,Казань,Продавец
u845,ж,29.01.1977,23.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Тбилиси,Продавец
u978,ж,29.01.1980,23.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Щекино,Продавец
u995,ж,08.12.1989,23.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u1052,м,07.03.1977,23.07.2012,7b62cc41-5803-11e3-a917-ac162d794eee,0,Москва,Управляющий интернет-магазина
u332,ж,16.06.1984,23.07.2013,57cd36c7-3abe-11e2-b37d-001b789beaf2,0,Волгореченск,Продавец-кассир
u516,ж,11.11.1987,23.07.2013,4aee57d7-f5f0-11e2-8bd0-ac162d794eee,0,Дмитровск,Продавец-кассир
u718,ж,15.09.1972,23.07.2013,d74b94bd-ec52-11e1-a52a-001b789beaf2,0,Кемерово,Продавец-кассир
u1880,м,10.01.1985,23.07.2013,4aee57d7-f5f0-11e2-8bd0-ac162d794eee,1,Тбилиси,Управляющий
u2026,ж,03.03.1993,23.07.2013,4aee57d7-f5f0-11e2-8bd0-ac162d794eee,0,Чернь,Старший продавец-кассир
u430,ж,10.05.1992,23.07.2014,f1f041f9-84a9-11e2-9998-001b789beaf2,0,Тобольск,Ассистент менеджера по оценке персонала
u434,ж,14.10.1983,23.07.2014,a6470033-ef6b-11e2-8bd0-ac162d794eee,0,Фрунзе,Маркетолог по разработке и сопровождению федеральных акций
u686,ж,08.10.1987,23.07.2014,9cbea439-727a-11e0-a872-001b789beaf2,0,Каменск-Шахтинский,Продавец
u1533,ж,11.04.1977,23.07.2014,9cbea40d-727a-11e0-a872-001b789beaf2,0,Полевской,Продавец
u1017,ж,15.04.1962,23.08.2007,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1249,м,30.10.1970,23.09.2009,18b99ef3-6f19-11e0-a872-001b789beaf2,0,Москва,Юрист
u1250,м,30.10.1970,23.09.2009,18b99ef3-6f19-11e0-a872-001b789beaf2,0,Москва,Юрист
u408,ж,09.06.1994,23.09.2013,f4c44f9a-6f04-11e0-a872-001b789beaf2,0,Москва,Специалист по документообороту
u454,ж,25.12.1976,23.09.2013,b6d7dd63-616b-11e3-a917-ac162d794eee,0,Смоленск,Продавец-кассир
u549,ж,01.09.1988,23.09.2013,7d2544e7-16cb-11e3-babe-ac162d794eee,1,Елец,Управляющий
u1451,ж,17.12.1990,23.09.2013,4aee57d7-f5f0-11e2-8bd0-ac162d794eee,0,Орел,Старший продавец-кассир
u1545,ж,20.04.1980,23.09.2013,265d94e1-16ca-11e3-babe-ac162d794eee,0,пос. Луховка,Продавец-кассир
u1547,ж,28.06.1989,23.09.2013,18799aed-7286-11e0-a872-001b789beaf2,0,пос. Ново-Синьково,Продавец-кассир
u1869,ж,28.12.1968,23.09.2013,679df295-34b2-11e2-b37d-001b789beaf2,0,Тарутино,Продавец-кассир
u1179,м,18.10.1983,23.10.2006,25f54022-8a87-11e0-bf4a-001b789beaf2,1,Москва,Руководитель отдела
u569,ж,12.07.1988,23.10.2013,b22f0b16-113d-11e3-b1ba-ac162d794eee,0,Железнодорожный,Продавец-кассир
u903,ж,18.07.1973,23.10.2013,b80b2307-2b6b-11e3-a917-ac162d794eee,1,Лесной,Управляющий
u937,ж,04.02.1983,23.10.2013,2d58ec11-616d-11e3-a917-ac162d794eee,0,Малогасвицкое,Продавец-кассир
u1013,ж,09.08.1985,23.10.2013,528afde4-5e69-11e3-a917-ac162d794eee,0,Москва,Продавец-кассир
u1462,ж,24.08.1988,23.10.2013,2d58ec11-616d-11e3-a917-ac162d794eee,0,Оренбург,Продавец-кассир
u1505,ж,28.10.1980,23.11.2012,0e75e9c7-241e-11e2-a848-001b789beaf2,0,Первомайск,Продавец-кассир
u1840,ж,09.10.1988,23.11.2012,0e75e9c7-241e-11e2-a848-001b789beaf2,0,Сургут,Старший продавец-кассир
u8,ж,30.04.1986,23.12.2013,18924499-6b9a-11e3-bfe0-ac162d794eee,0,Авдотьино,Продавец-кассир
u391,м,17.03.1974,23.12.2013,2872f091-722e-11e0-a872-001b789beaf2,0,Красноуфимск,Территориальный менеджер
u394,ж,18.11.1990,23.12.2013,b9d2f354-c753-11e2-abbd-ac162d794eee,0,Люберцы,Менеджер по подбору и адаптации
u994,ж,16.06.1986,23.12.2013,31df015f-6d01-11e0-a872-001b789beaf2,0,Москва,Менеджер
u636,ж,21.01.1987,24.01.2012,18799add-7286-11e0-a872-001b789beaf2,0,Иркутск,Продавец-кассир
u624,ж,13.11.1972,24.01.2013,18799af5-7286-11e0-a872-001b789beaf2,0,Йошкар-Ола,Продавец-кассир
u1027,ж,09.05.1970,24.01.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Алмалык,Продавец-кассир
u894,ж,10.05.1984,24.02.2014,aa66fc9c-5d86-11e3-a917-ac162d794eee,0,Ленинград,Бизнес-аналитик
u965,ж,12.05.1990,24.02.2014,80787e4b-616c-11e3-a917-ac162d794eee,0,Молочница,Продавец-кассир
u1196,ж,15.12.1977,24.02.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Конаково,Продавец-кассир
u1552,м,04.06.1987,24.03.2014,31df015d-6d01-11e0-a872-001b789beaf2,0,пос.им.М.Горького,Инженер по нормированию труда
u996,ж,04.05.1977,24.04.2013,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1197,ж,26.05.1980,24.04.2013,18b99ef2-6f19-11e0-a872-001b789beaf2,0,Москва,Делопроизводитель
u1198,ж,26.05.1980,24.04.2013,18b99ef2-6f19-11e0-a872-001b789beaf2,0,Москва,Делопроизводитель
u605,ж,22.09.1994,24.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u1705,ж,21.06.1980,24.04.2014,9cbea414-727a-11e0-a872-001b789beaf2,0,Саратов,Продавец
u442,м,27.08.1989,24.05.2013,f4c44f77-6f04-11e0-a872-001b789beaf2,0,Горный,Системный администратор
u1957,ж,30.06.1982,24.05.2013,5a51116b-d4bf-11e2-8bd0-ac162d794eee,0,Усолье-Сибирское,Продавец-кассир
u1961,ж,16.12.1962,24.05.2013,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Усть-Кулом,Кладовщик
u1963,ж,23.11.1973,24.06.2011,f2aaef51-90d2-11e0-bf4a-001b789beaf2,0,Уфа,Старший продавец-кассир
u1967,ж,22.09.1974,24.06.2011,f2aaef51-90d2-11e0-bf4a-001b789beaf2,0,Уфа,Продавец-кассир
u143,ж,12.02.1980,24.06.2013,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Братский,Старший продавец-кассир
u306,ж,12.03.1983,24.06.2013,31df015e-6d01-11e0-a872-001b789beaf2,0,Москва,Тренинг-менеджер
u401,м,29.03.1962,24.06.2013,b9d2f329-c753-11e2-abbd-ac162d794eee,1,Москва,Руководитель отдела
u1224,ж,04.10.1984,24.06.2013,dd63a719-6cfc-11e0-a872-001b789beaf2,0,Москва,Менеджер по мотивации
u1975,ж,20.02.1980,24.06.2013,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Х.Свободный,Старший продавец-кассир
u1928,ж,19.08.1981,24.07.2012,9cbea40c-727a-11e0-a872-001b789beaf2,0,Тюмень,Продавец-кассир
u1929,ж,19.08.1981,24.07.2012,9cbea40c-727a-11e0-a872-001b789beaf2,0,Тюмень,Продавец-кассир
u338,ж,21.07.1995,24.07.2013,3249ca9c-fca4-11e1-be8a-001b789beaf2,0,Железнодорожный,Продавец-кассир
u1260,ж,16.09.1983,24.07.2013,2872f097-722e-11e0-a872-001b789beaf2,0,Кумертау,Продавец-кассир
u1279,ж,15.11.1980,24.07.2013,00d2e143-f4ee-11e2-8bd0-ac162d794eee,1,Москва,Управляющий
u30,ж,26.01.1984,24.07.2014,ffb797b7-139d-11e2-be8a-001b789beaf2,0,Алимбетовка,Продавец
u548,ж,12.12.1969,24.07.2014,9cbea404-727a-11e0-a872-001b789beaf2,0,Екатеринбург,Продавец
u608,ж,17.01.1991,24.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u737,ж,28.11.1993,24.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Орехово-Зуево,Продавец
u949,ж,16.04.1978,24.07.2014,18799af7-7286-11e0-a872-001b789beaf2,0,Миасс,Продавец
u396,м,13.04.1970,24.08.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u397,м,13.04.1970,24.08.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u494,ж,25.11.1974,24.09.2007,62e96d4b-0dfc-11e2-be8a-001b789beaf2,0,Дедовск,Старший менеджер по товарной логистике
u495,ж,25.11.1974,24.09.2007,62e96d4b-0dfc-11e2-be8a-001b789beaf2,0,Дедовск,Старший менеджер по товарной логистике
u1680,ж,02.06.1983,24.09.2012,d74b94bd-ec52-11e1-a52a-001b789beaf2,1,Самара,Управляющий
u420,м,08.06.1988,24.09.2013,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Пенза,Охранник
u1126,м,03.09.1984,24.09.2013,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель-экспедитор спецавтотранспорта
u1354,ж,04.07.1991,24.09.2013,a6470037-ef6b-11e2-8bd0-ac162d794eee,0,Новокузнецк,Специалист по клиентским программам
u1990,ж,31.01.1988,24.09.2013,9cbea425-727a-11e0-a872-001b789beaf2,1,Холм,Управляющий
u1683,ж,08.06.1991,24.10.2012,32f838fe-0178-11e2-be8a-001b789beaf2,0,Самаркий,Продавец-кассир
u2119,ж,14.05.1974,24.10.2013,2872f097-722e-11e0-a872-001b789beaf2,1,Хреновое,Управляющий
u1978,м,11.11.1962,24.12.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Харьков,Охранник
u1979,м,11.11.1962,24.12.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Харьков,Охранник
u469,ж,30.12.1989,24.12.2012,0b41653f-15b7-11e1-80c3-001b789beaf2,0,Грозный,Продавец-кассир
u1275,ж,04.06.1983,24.12.2012,18b99ef2-6f19-11e0-a872-001b789beaf2,0,Москва,Делопроизводитель
u173,ж,08.05.1991,24.12.2013,9cbea417-727a-11e0-a872-001b789beaf2,0,Верхний Шкафт,Продавец-кассир
u302,ж,20.12.1980,25.01.2013,31df015d-6d01-11e0-a872-001b789beaf2,0,Киров,Ведущий экономист
u842,ж,23.04.1980,25.01.2013,32f838fe-0178-11e2-be8a-001b789beaf2,1,Куйбышев,Управляющий
u344,ж,20.06.1983,25.02.2013,2872f0a9-722e-11e0-a872-001b789beaf2,0,Ленинск,Заместитель управляющего
u543,ж,01.09.1974,25.02.2013,9cbea40d-727a-11e0-a872-001b789beaf2,1,Екатеринбург,Управляющий
u1946,ж,24.12.1986,25.02.2013,31df015e-6d01-11e0-a872-001b789beaf2,0,Ульяновск,Ведущий тренинг-менеджер
u1392,ж,01.01.1984,25.02.2014,2872f0b4-722e-11e0-a872-001b789beaf2,0,Новочадово,Продавец-кассир
u2120,м,01.01.0001,25.02.2014,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Заместитель начальника отдела
u1543,м,13.10.1948,25.03.1996,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,пос. Комаричи,Охранник
u1544,м,13.10.1948,25.03.1996,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,пос. Комаричи,Охранник
u2087,м,20.11.1971,25.03.2009,dd63a718-6cfc-11e0-a872-001b789beaf2,0,Ярославль,_Заместитель Главного бухгалтера по учету продаж
u1885,ж,21.10.1992,25.03.2013,dd63a70a-6cfc-11e0-a872-001b789beaf2,0,Текстильщик,Экономист
u203,ж,12.02.1987,25.03.2014,9cbea432-727a-11e0-a872-001b789beaf2,0,Волгоград,Продавец-кассир
u941,ж,12.06.1989,25.03.2014,6323049f-1cff-11e2-9fa8-001b789beaf2,0,Марьинская,Продавец-кассир
u1211,ж,09.10.1981,25.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Красноярск,Продавец-кассир
u1261,ж,08.07.1989,25.03.2014,2872f0a2-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u1327,ж,17.07.1977,25.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u1855,ж,04.11.1990,25.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Химки,Продавец-консультант
u1408,м,10.12.1989,25.04.2013,18799ade-7286-11e0-a872-001b789beaf2,0,Новый городок Белова,Продавец-кассир
u24,ж,02.11.1993,25.04.2014,a282cb6d-a33d-11e1-b1e2-001b789beaf2,0,Александро-Невский,Продавец-кассир
u517,ж,07.09.1973,25.04.2014,cebff860-82b4-11e0-bf4a-001b789beaf2,0,Днепродзержинск,Продавец-кассир
u473,ж,18.12.1979,25.05.2012,18799aec-7286-11e0-a872-001b789beaf2,0,Гуково,Старший продавец-кассир
u169,ж,13.02.1988,25.06.2012,f7bbec99-2a09-11e1-80c3-001b789beaf2,0,Верхний Любаж,Старший продавец-кассир
u1729,ж,30.05.1992,25.06.2012,9cbea404-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u653,ж,14.08.1990,25.06.2014,69da17e7-8934-11e1-b1e2-001b789beaf2,0,Казанская,Продавец
u914,ж,18.10.1985,25.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Тула,Продавец
u2109,м,01.01.0001,25.06.2014,b9d2f358-c753-11e2-abbd-ac162d794eee,0,Москва,Менеджер по социальным сетям
u1418,м,01.07.1952,25.07.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Н-Чугли,Охранник
u1419,м,01.07.1952,25.07.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Н-Чугли,Охранник
u57,ж,19.03.1989,25.07.2012,a83b44d9-636c-11e1-933a-001b789beaf2,0,Сергеевка,Заместитель управляющего
u1649,ж,01.07.1984,25.07.2013,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,с. Рогачевка,Менеджер по товарной логистике
u1678,ж,21.06.1991,25.07.2014,9cbea42c-727a-11e0-a872-001b789beaf2,0,Самара,Продавец
u938,ж,28.05.1984,25.09.2012,d74b94bd-ec52-11e1-a52a-001b789beaf2,0,Малый-Толкай,Старший продавец-кассир
u960,ж,03.11.1984,25.09.2012,d74b94bd-ec52-11e1-a52a-001b789beaf2,0,Михайло-Овсянка,Старший продавец-кассир
u1894,ж,16.03.1987,25.09.2012,2872f097-722e-11e0-a872-001b789beaf2,0,Куйбышев,Старший продавец-кассир
u1401,ж,04.07.1984,25.10.2011,9cbea43a-727a-11e0-a872-001b789beaf2,0,Новочеркасск,Продавец-кассир
u339,м,21.10.1974,25.11.1996,6eb33b07-5ef8-11e2-8228-001b789beaf2,0,Истра,Охранник
u340,м,21.10.1974,25.11.1996,6eb33b07-5ef8-11e2-8228-001b789beaf2,0,Истра,Охранник
u106,ж,11.07.1987,25.11.2013,41ffbcf7-616b-11e3-a917-ac162d794eee,0,Безмеин,Продавец-кассир
u166,ж,01.06.1987,25.11.2013,315be8e8-4b83-11e3-a917-ac162d794eee,0,Верхнефилатово,Продавец-кассир
u676,ж,02.10.1984,25.11.2013,315be8e8-4b83-11e3-a917-ac162d794eee,0,Калинковичи,Продавец-кассир
u1581,ж,17.02.1991,25.11.2013,315be8e8-4b83-11e3-a917-ac162d794eee,0,Пыть-ях,Продавец-кассир
u1835,ж,25.11.1986,25.11.2013,315be8e8-4b83-11e3-a917-ac162d794eee,0,Сумкино Тобольск,Продавец-кассир
u1640,м,01.11.1989,25.12.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,с. Каменноверховка,Охранник
u1856,ж,28.12.1975,25.12.2013,9cbea441-727a-11e0-a872-001b789beaf2,0,Талнах г,Продавец-кассир
u992,ж,07.03.1971,26.01.2012,2872f0af-722e-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u139,ж,22.09.1978,26.02.2008,31df015d-6d01-11e0-a872-001b789beaf2,0,Болшево-1,Ведущий экономист
u101,ж,05.03.1980,26.02.2013,8f795e69-7e53-11e2-9998-001b789beaf2,0,Барвенково,Старший продавец-кассир
u111,ж,30.08.1979,26.02.2013,8f795e69-7e53-11e2-9998-001b789beaf2,0,Белгород,Продавец-кассир
u896,ж,14.02.1971,26.02.2013,8f795e69-7e53-11e2-9998-001b789beaf2,0,Ленинград,Продавец-кассир
u2094,ж,01.01.1983,26.02.2013,3249caa0-fca4-11e1-be8a-001b789beaf2,0,Ярославль,Продавец-кассир
u1431,ж,21.07.1980,26.02.2014,35bbbbb6-60b0-11e3-a917-ac162d794eee,0,Октябрьский,Продавец-кассир
u293,ж,03.01.1978,26.03.2012,b183c894-7c95-11e1-933a-001b789beaf2,1,Норильск,Управляющий
u1510,ж,19.10.1986,26.03.2013,3e20ac6f-c663-11e1-abb2-001b789beaf2,0,Петрозаводск,Старший продавец-кассир
u1236,ж,18.12.1985,26.03.2014,265d94e1-16ca-11e3-babe-ac162d794eee,0,Москва,Продавец-кассир
u1762,ж,09.06.1982,26.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Озинки р.п.,Продавец-консультант
u864,ж,31.07.1993,26.04.2012,b183c895-7c95-11e1-933a-001b789beaf2,0,Куршава,Старший продавец-кассир
u1851,ж,26.01.1986,26.04.2012,41ffbcf7-616b-11e3-a917-ac162d794eee,0,Таганрог,Старший продавец-кассир
u1054,ж,07.06.1973,26.05.2003,dd63a72a-6cfc-11e0-a872-001b789beaf2,0,Москва,Старший бухгалтер
u1055,ж,07.06.1973,26.05.2003,dd63a72a-6cfc-11e0-a872-001b789beaf2,0,Москва,Старший бухгалтер
u1207,м,21.03.1975,26.05.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u318,ж,19.04.1988,26.05.2014,9cbea443-727a-11e0-a872-001b789beaf2,0,Гайсин,Заместитель управляющего
u451,ж,20.02.1981,26.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Жердевка,Продавец
u612,ж,07.01.1970,26.05.2014,9cbea43c-727a-11e0-a872-001b789beaf2,0,Изобильный,Заместитель управляющего
u721,ж,06.12.1990,26.05.2014,18799ae3-7286-11e0-a872-001b789beaf2,0,Кемерово,Продавец
u928,ж,08.11.1974,26.05.2014,572f0600-fa8e-11e2-ba2c-ac162d794eee,0,Людиново,Продавец
u1149,ж,09.04.1984,26.05.2014,a6470037-ef6b-11e2-8bd0-ac162d794eee,0,Москва,Менеджер программ лояльности
u1924,ж,02.11.1987,26.05.2014,2872f0bb-722e-11e0-a872-001b789beaf2,0,Тында,Продавец
u1936,ж,08.05.1981,26.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Уральск,Территориальный менеджер
u297,ж,15.05.1989,26.06.2013,18799ae7-7286-11e0-a872-001b789beaf2,0,Тирасполь,Старший продавец-кассир
u398,м,09.06.1984,26.06.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u490,ж,14.04.1987,26.06.2013,54b0d183-16ca-11e3-babe-ac162d794eee,0,Давыдово,Продавец-кассир
u358,ж,27.08.1983,26.07.2013,18799afc-7286-11e0-a872-001b789beaf2,0,Орджоникидзе,Старший продавец-кассир
u2000,ж,23.10.1977,26.07.2013,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Чамлыкская,Старший продавец-кассир
u79,ж,21.03.1986,26.07.2014,a83b44d9-636c-11e1-933a-001b789beaf2,0,Томск,Заместитель управляющего
u1358,ж,06.08.1988,26.08.2011,2872f09f-722e-11e0-a872-001b789beaf2,1,Новомихайловское,Управляющий
u1277,ж,30.01.1975,26.08.2013,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1870,ж,24.11.1988,26.09.2011,9cbea419-727a-11e0-a872-001b789beaf2,0,Татарск,Продавец-кассир
u1871,ж,24.11.1988,26.09.2011,9cbea419-727a-11e0-a872-001b789beaf2,0,Татарск,Продавец-кассир
u446,ж,27.08.1974,26.09.2013,18799af2-7286-11e0-a872-001b789beaf2,0,Львов,Продавец-кассир
u448,ж,21.09.1981,26.09.2013,4983a696-48da-11e2-b37d-001b789beaf2,0,Москва,Продавец-кассир
u961,ж,11.01.1983,26.09.2013,7d2544e7-16cb-11e3-babe-ac162d794eee,0,Мичуринск,Старший продавец-кассир
u92,ж,02.01.1986,26.10.2012,d749eaa4-c028-11e1-abb2-001b789beaf2,0,Баку,Продавец-кассир
u1204,ж,20.03.1976,26.11.2013,35ff12ec-fda5-11e2-ba2c-ac162d794eee,0,Москва,Продавец-кассир
u1289,ж,26.08.1982,26.11.2013,4b0d786e-5803-11e3-a917-ac162d794eee,0,Москва,Руководитель проекта
u1793,ж,10.08.1976,26.11.2013,57cd36c8-3abe-11e2-b37d-001b789beaf2,0,Соликамск,Продавец-кассир
u175,ж,13.04.1989,26.12.2012,3e20ac6f-c663-11e1-abb2-001b789beaf2,0,Верховье,Старший продавец-кассир
u303,м,11.06.1985,26.12.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Малгобек,Охранник
u304,м,11.06.1985,26.12.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Малгобек,Охранник
u493,м,11.02.1977,27.01.2011,c48b25e0-7fb8-11e1-933a-001b789beaf2,0,Даугавпилс,Бизнес-ассистент
u1824,ж,05.11.1987,27.01.2012,0e75e9c6-241e-11e2-a848-001b789beaf2,1,Степногорск,Управляющий
u1323,ж,21.03.1988,27.01.2014,9cbea43c-727a-11e0-a872-001b789beaf2,0,Невельск,Продавец-кассир
u2110,ж,10.05.1977,27.02.2012,a6470034-ef6b-11e2-8bd0-ac162d794eee,0,Москва,Менеджер
u2111,ж,10.05.1977,27.02.2012,a6470034-ef6b-11e2-8bd0-ac162d794eee,0,Москва,Менеджер
u1343,ж,27.10.1980,27.02.2013,3e20ac6f-c663-11e1-abb2-001b789beaf2,0,Новая Вилга,Продавец-кассир
u1159,ж,03.09.1984,27.02.2014,18799aef-7286-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u1432,ж,24.07.1971,27.02.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Торбеево,Продавец-кассир
u361,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u362,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u363,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u364,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u365,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u366,м,28.01.1963,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Сафоново,Охранник
u1896,м,01.10.1957,27.03.2000,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,Топинка,Охранник
