УИН подразделения,1. Устраивают ли Вас условия труда?,,"2. Если не устраивают условия, укажите какие:",,,,,,3. Устраивает ли Вас обеспечение рабочего места всем необходимым?,,"4. Удовлетворены ли Вы режимом работы (график работы, время перерыва, сверхурочные, командировки и т.д.)?",,5. Оплата труда соответствует Вашему трудовому вкладу?,,6. Понятны ли Вам общие критерии оценки Вашего труда?,,7. Понятна ли Вам Ваша система мотивации и система расчета премии?,,8. Считаете ли Вы Ваш заработок соответствующий среднему уровню по рынку труда?,,9. Устраивает ли Вас система поощрения лучших сотрудников?,,"10. Устраивает ли Вас система немонетарной мотивации (конкурсы, мероприятия, подарки)?",,11. Что бы Вы хотели добавить в социальный пакет или изменить в нем:,12. Вы информированы о возможностях Вашего карьерного роста?,,,13. За последний год работы с Вами кто-нибудь обсуждал возможность развития в Компании?,,,14. Можете ли Вы реализовать свои идеи в Компании?,,,,15. Ощущаете ли Вы полезность и важность Вашей работы?,,16. Есть ли у Вас потребность в повышении квалификации?,,"17. Если потребность есть, то какая:",18. Устраивают ли Вас взаимоотношения с руководством?,,"19. Знаете ли Вы к кому можно обратиться для решения проблем, кроме непосредственного руководителя?",,"20. По каким причинам, по Вашему мнению, возникают недоразумения и конфликты:",,,,,,,21. Устраивают ли Вас взаимоотношения со смежными подразделениями?,,,22. Можете ли Вы открыто высказывать непосредственному руководителю свои идеи и предложения?,,23. Признает ли руководство Ваши заслуги?,,"24. Какие, по Вашему мнению, бизнес-процессы в Компании требуют доработки:","25. Пожалуйста, назовите процессы, которые, по Вашему мнению, отлажены и не требуют доработки:",26. Что мешает повышению эффективности работы:,,,,,,,,"27. Что, по Вашему мнению, способствовало бы решению этих проблем:",,,,,28. Вы интересуетесь новостями Компании на портале?,,,29. Из каких источников Вы узнаете информацию об изменениях в компании (множественный выбор):,,,,,30. Чувствуете ли Вы себя информированным о планах и достижениях компании?,,31. Вы получаете достаточно необходимой для работы информации?,,32. Всегда ли Вы своевременно получаете информацию о качестве выполненной работы?,,"33. Понимаете ли Вы свои задачи и функции, которые от Вас ожидает руководство?",,34. Чувствуете ли Вы сопричастность к общему делу развития Компании?,,35. Удовлетворены ли Вы от процессов участия и причастности к проектам Компании?,,"36. Вы можете припомнить случай, когда при общении с партнером (клиентом) Вы проявили нестандартное решение вопроса? Пожалуйста, сообщите, в чем конкретно это заключалось:",37. Ощущаете ли Вы удовлетворенность работой в компании и уверенность в своем будущем в Компании?,,"38. Вы можете назвать свой коллектив сплоченным, объединенным общими целями, нормами поведения, ценностями?",,"39. Устраивают ли Вас взаимоотношения, сложившиеся в Вашем коллективе?",,40. Как Вы можете охарактеризовать атмосферу в коллективе:,,,,,"41. Хватает ли Вам неформального общения с коллегами, обмена мнениями, интересами?",,"42. Какие традиции и правила Компании для Вас ценны, приняты Вами:",43. Какие ценности Компани вами приняты:,,,,,"44. Пожалуйста, оцените в целом уровень корпоративной культуры в Компании по 5-тибальной шкале:",,,,,"45. Пожалуйста, оцените Компанию Чайникофф в качестве работодателя по 5-тибальной шкале:",,,,
679df295-34b2-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,посещение спортивных залов,1,,,1,,,,1,,,1,,,1,нет,1,,1,,,,1,,,,,1,,,1,,1,,все устраивает,все хорошо,,,,,,,1,,,1,,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,сопричастность,1,1,1,1,1,,,,,1,,,,,1
572f0601-fa8e-11e2-ba2c-ac162d794eee,1,,,,,,1,-,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,1,,,-,1,,1,,-,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,,1,,,,,,,1,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,1,,,,-,1,,-,1,1,1,1,1,,,,,1,,,,1,
528afde4-5e69-11e3-a917-ac162d794eee,,1,,1,1,,,/,1,,,1,,1,1,,1,,,1,1,,1,,.,1,,,1,,,1,,,.,1,,1,,Управленческие компетенции. Навыки эффективного рукововдства.,1,,1,,,,,,,,1,,,1,1,,1,,.,.,,,,,1,,1,,,1,1,1,1,1,,,1,1,,1,1,1,,,1,,1,1,,1,,1,,.,,1,1,,1,,,1,,,.,1,,.,1,1,1,1,1,,,,1,,,,,1,
9cbea41d-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,,1,,1,,-,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,,,,1,,,,1,,,1,,,1,,,,,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,,1,,,1,,-,1,1,1,1,1,,,,,1,,,,,1
5a51116c-d4bf-11e2-8bd0-ac162d794eee,1,,,,,,1,,1,,1,,,1,1,,1,,1,,,1,1,,путевки на море,1,,,,1,,1,,,,1,,1,,Дополнительное обучение никогда не помешает.,1,,1,,,,,,1,,,1,,,1,,1,,компании виднее,все хорошо,,1,,,,,,,,1,,,1,1,,,1,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,,1,,все,1,1,1,1,1,,,,,1,,,,,1
9cbea41f-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,в соц пакете все устраивает,1,,,,1,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,,,1,,1,,маркетинг,все процессы отлажены и не требуют доработки,,,,,1,,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,1,,,,.,1,,Все традиции и правила компании приняты и ценны для меня,1,1,1,1,1,,,,,1,,,,,1
ea14690b-6170-11e3-a917-ac162d794eee,1,,,,1,,,-,1,,1,,1,,1,,1,,1,,1,,1,,"Подарки детям. Выверять списки детей заранее, чтобы не получилось как на этот Новый год. 50% детей сотрудников не получили новогодние подарки.",1,,,1,,,,,1,"Идеи оптимизации процессов - через Портал. Если срочный вопрос- письмо руководителю. На самом деле, сотрудники открыты и готовы к обсуждению.",1,,1,,"Школа эффективного руководителя, разумная система управления, управление персоналом, анализ результата",1,,1,,,,,,,,1,1,,,1,,1,,"Процесс обслуживания программ разработчиками, согласования размещения рекламы, несвязанная работа департаментов.","Постоянные изменения толкают нас на изменение определенных бизнес-процессов, оптимизации их. Идеи по изменению отражаются на Портале.",,,,,1,,1,,,,,1,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,"нормы поведения, деловой этикет, ценности Компании",1,,1,,1,,1,,,,"На работе мы относимся друг к другу уважительно, дружелюбно, мы собрались вместе делать ОБЩЕЕ ДЕЛО, ИДТИ К ОДНОЙ ЦЕЛИ.",,1,"традиция поощрения сотрудников, награждения. Правила делового этикета. ДМС, карта сотрудника. Открытое обсуждение идей и предложений. Лояльность. Созданный корпоративный Портал обучения и пр.",,,,,,,,,1,,,,,,1
9cbea419-727a-11e0-a872-001b789beaf2,,1,,,,1,,"Очень маленькое подсобное помещение, а также неправильное размещение кассы (проход к кассовому месту через подсобное помещение).",1,,1,,1,,1,,1,,1,,1,,1,,Хотелось чтобы вся зарплата была белая.,1,,,1,,,,1,,,1,,1,,Хотелось бы продолжить обучение по управленческому курсу для управляющих,1,,1,,,,,,,,1,1,,,1,,1,,Маркетинг,Поставка товара ,,,,,,1,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,не было таких случаев,1,,1,,1,,,1,,,,1,,Каждый год мы всем коллективом ходим на корпоратив посвящённый Новому году.,1,1,1,1,1,,,,1,,,,,1,
9cbea418-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Затрудняюсь ответить,1,,,1,,,,1,,,1,,1,,Тренинги по управлению персоналом,1,,1,,,,,1,,,,1,,,1,,1,,Затрудняюсь ответить,Все,,,,1,,,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,,1,,Все общаются друг с другом,1,,"Открытость, доброжелательность",1,1,1,1,1,,,,,1,,,,,1
4983a696-48da-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,,1,1,,-,1,,,1,,,1,,,,1,,,1,-,1,,1,,,1,,,,,,,,1,1,,1,,-,-,,,,1,1,,,,,,1,1,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,-,1,,1,,1,,,,1,,,,1,"сопричастность, открытость, доброжелательность",1,1,1,1,1,,,,,1,,,,,1
714a02de-7740-11e2-9998-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,Всё устраивает,1,,,,1,,1,,,,1,,1,,Обучающие курсы,1,,1,,1,,,,,,,1,,,1,,1,,Всё устраивает,Всё устраивает,1,1,1,,1,,,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,Нет,1,,,1,,1,,,,1,Каждый сам по себе,1,,"Обучение сотрудников, поздравления с праздниками",1,1,1,1,1,,,,,1,,,,,1
0b41653f-15b7-11e1-80c3-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,,1,,,1,,,1,,,,1,,1,,хотелось бы глубже изучить геммологию. пообщаться на курсах со специалистами.,1,,1,,,1,,,,,,1,,,1,,1,,,,,,,,1,,,,,1,,1,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,,1,,,1,1,1,1,1,,,,,1,,,,,1
9cbea433-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,-,1,,,1,,,1,,,,1,,1,,"развивать управленческие навыки,",1,,1,,,,1,,,,,1,,,1,,1,,"Приходывание упаковки , распечатка инвентаризаций в СВ, ежедневный пересчет, упростить условия по акциям. Более лаконичные тексты смс рассылок",,,,,,,1,1,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,-,,1,1,,1,,,1,,,-,1,,-,1,1,1,1,1,,,,1,,,,,1,
9cbea431-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,--,1,,,,1,,,1,,--,1,,,1,,1,,1,,,,1,,,,,1,,,1,,1,,--,--,,,,1,,,,,,,1,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,--,1,,1,,1,,,1,,,--,1,,--,1,1,1,1,1,,,,,1,,,,,1
9cbea42e-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Ничего.,1,,,1,,,1,,,,1,,1,,Чтобы обучение проводили квалифицированные тренера.,1,,1,,,,,,,,1,1,,,1,,1,,Много чего.,Всегда доработки имеют место.,,,,,,1,,,,1,1,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,Бывало всякое.!!!!!!,1,,1,,1,,1,,,,,,1,Все.,1,1,1,1,1,,,,,1,,,,,1
9cbea430-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,все устраивает,1,,,1,,,1,,,,1,,1,,всегда есть что-то новое,1,,1,,,,,,,,1,1,,,1,,1,,Виртуальные перемещения занимают много времени.,--------,,,,,,1,,,,1,1,,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,,,1,Все,1,1,1,1,1,,,,,1,,,,,1
9cbea42f-727a-11e0-a872-001b789beaf2,1,,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,ничего,1,,,1,,,1,,,,1,,1,,Пройти курс по геммологии,1,,1,,,1,,,,,,1,,,1,,1,,Реклама,"Сервис для покупателей, обучение",,,,,,1,,,,,1,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,,1,,пунктуальность,1,1,1,1,1,,,,,1,,,,,1
9cbea432-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,ничего,1,,,1,,,1,,,есть идея,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,обратная связь с Москвой,все устраивает,,,,,1,,,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,такое часто случается в работе с клиентами,1,,1,,1,,,1,,,,1,,все,1,1,1,1,1,,,,,1,,,,,1
9cbea42d-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,---,1,,,1,,,1,,,"На портале, сообщив непосредственному руководителю.",1,,1,,---,1,,1,,,,1,,,,,1,,,1,,1,,---,---,,,,,1,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,---,1,,1,,1,,,1,,,,1,,---,1,1,1,1,1,,,,,1,,,,,1
69da17e7-8934-11e1-b1e2-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Частичная оплата путевок сотрудников в санатории.,1,,,1,,,,,1,"Тер.менеджер,управляющий и конечно на портале раздел ""Есть идея !""",1,,,1,"Да,повышение квалификации ни когда не помешает,т.к. нет предела совершенства.Хотелось бы получше научиться работать с компьютерными программами.",1,,1,,,,,,,,1,1,,,1,,1,,На данном этапе все устраивает.,Пока не вижу процессов требующих серьезных доработок.,,,,,,,1,,,1,,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,1,,,У нас в коллективе деловые товарищеские взаимоотношения.,,1,Все,1,1,1,1,1,,,,,1,,,,1,
9cbea438-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,,1,,1,1,,1,,,1,,1,,1,добавить карту на посещение фитнес зала,1,,,,,1,,,1,через корпоративный портал,1,,1,,"психология, рынок -тренды в продажах, тренды в потребительском поведение, аналитика и анализ продаж, выставки, новинки в производстве, и т.д.",1,,1,,,1,,,,,,,,1,1,,1,,нет,все,,,,,1,,,,1,1,1,1,1,1,,,1,1,,1,,,1,,1,,1,1,,1,,1,,,,1,1,,1,,,,,1,"все нацелены на два результата- выполнить план магазина, и получить достойную зп.",1,,-,1,1,1,1,1,,,,,1,,,,1,
9cbea439-727a-11e0-a872-001b789beaf2,1,,,,,,1,-,1,,1,,1,,1,,1,,1,,1,,1,,---,1,,,,1,,1,,,---,1,,,1,---,1,,1,,,,1,,,,,1,,,1,,1,,---,все нормально,1,,,,1,,,,,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,---,,1,1,,1,,,,1,,---,1,,----,1,1,1,1,1,,,,1,,,,,1,
9cbea43a-727a-11e0-a872-001b789beaf2,1,,,,,,1,всё устраивает,1,,1,,1,,1,,1,,1,,1,,1,,всё устраивает,1,,,1,,,,1,,,1,,1,,"обучение, семинары корректировка товарного запаса",1,,1,,,,,,,,1,1,,,1,,1,,"Перемещение товара между регионами,  маркетинг",многие требуют доработки,,,,,1,,,,,,,1,1,1,,,1,1,,,1,1,,1,,,1,1,,1,,1,,таких ситуаций не было,1,,1,,1,,,1,,,"Доверие друг к другу и руководству, общий оптимизм и готовность вместе справиться даже с самой трудной ситуацией, нацеленность на результат",1,,"Работать максимально эффективно, не останавливаться на достигнутом, уметь правильно расставить приоритеты в работе.",1,1,1,1,1,,,,1,,,,,1,
9cbea434-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,1,,1,,---,1,,,1,,,,1,,,,1,,1,нет,1,,1,,,1,,,,,,1,,,,1,,1,"Упростить выдачу карты клиента, так как многие покупатели отказываются заполнять анкету.",В принципе остальные бизнес-процессы не требуют доработок,,,,,,,1,,,,1,1,,1,,,1,,,1,1,1,,1,,,1,1,,,1,,1,не помню,,1,,1,,1,1,,,,,1,,,1,1,,,1,,,,1,,,,,,1
9cbea435-727a-11e0-a872-001b789beaf2,1,,,,1,,,"Освещенность слабая, окна маленькие и заклеены плакатами",1,,1,,1,,1,,1,,1,,1,,1,,стоматологическое лечение или бесплатные анализы на что-либо,1,,,1,,,1,,,"интернет, корпоративный портал",1,,1,,Более глубокое изучение 1С,1,,1,,1,,,,,,,,,1,1,,,1,"корпоративные собрания на мероприятия, праздники, редко общаемся с коллегами вне работы",-,,,,,1,,1,,,,1,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,1,1,,,,"приходим только отработать, где каждый сам за себя, нет сплоченности.",,1,,1,1,,1,1,,,1,,,,,,1,
9cbea437-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,"Двухнедельный отпуск с семьей, для лучших сотрудников,за счет компании.",1,,,1,,,1,,,Через территориального менеджера,1,,1,,Развитие компетенций наставника.,1,,1,,,,,,,,1,,,1,1,,1,,"Организация рекламных акций, работа с партнерами.",В любом процессе всегда найдется что улучшить.,,,,,1,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,1,,-,,1,1,,1,,,,,1,"Деловая,с дружеским настроем.",1,,"Празднование Дня рождения Компании. Ни дня без развития.Чем я сегодняшний,лучше меня вчерашнего.",1,1,1,1,1,,,,1,,,,,1,
9cbea43d-727a-11e0-a872-001b789beaf2,1,,,,,1,,в кабинете нет возможности установить сплит систему. Летом очень душно.,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,получила приз в размере 5000 рублей за идейность,1,,1,,,1,,1,,,,,1,,,,1,,,1,,1,,условия рекламных акций,отлажена еженедельная поставка товара в магазин.,,,,,,,1,,,,1,,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,"В нашей работе очень часто принимаешь решения не думая стандартные они или нет, главное, чтоб покупатель ушел довольный с покупкой.",1,,1,,1,,,,1,,создание хорошего эмоционального фона в магазине одно из главных и любимых моих занятий,1,,работать командой,1,1,1,1,1,,,,1,,,,,,1
9cbea436-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Хотела бы добавить занятия фитнесом.,1,,,1,,,1,,,Всегда доступны для разговора и идей директор и региональный менеджер. Так же свои идеи всегда могу разместить на портале компании.,1,,1,,Хотела бы повысить свою квалификацию в мерчендайзинге .,1,,1,,,,,,,1,,1,,,1,,1,,Акции- очень много поправок.,,,,,,,1,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,"Хотела бы отметить , что каждое общение с партнером(клиентом) индивидуально и требует нестандартного подхода.",1,,1,,1,,1,,,,,1,,"Для меня ценны, понятны все традиции и правила компании.",1,1,1,1,1,,,,,1,,,,,1
9cbea43c-727a-11e0-a872-001b789beaf2,1,,,,1,,,"хотелось бы увидеть магазин обновленным, в современном формате",1,,1,,1,,1,,1,,1,,1,,1,,ничего,1,,,,1,,,1,,нет,1,,,1,-,1,,1,,,,,,,,1,1,,,1,,1,,нет таких,клиентские сервисы,,,,1,,,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,нет,1,,"открытость, развитие",1,1,1,1,1,,,,,1,,,,,1
9cbea43b-727a-11e0-a872-001b789beaf2,,1,,1,1,,,,1,,,1,,1,,1,,1,,1,1,,1,,ybxtuj,1,,,,1,,,1,,,1,,,1,,1,,1,,,1,,,,,,1,,,1,,1,,.,.,,,1,,1,,,,,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,,,1,,,1,,.,1,1,1,1,1,,,,,1,,,,,1
41ffbcf7-616b-11e3-a917-ac162d794eee,,1,,,,1,,Задержка канцелярских товаров и бытовой химии,,1,,1,1,,1,,1,,1,,1,,1,,Сделать всю заработную плату официальной (включая бонусы и премии).,1,,,,1,,,1,,,1,,1,,Очные тренинги для желающих повысить квалификацию.,1,,1,,,,1,,,,,1,,,1,,1,,Оформление услуги Трейд-ин. ,Еженедельное поступление нового товара. Корпоративное обучение.,,,,1,,1,1,,1,1,,,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,Не припомню,1,,1,,1,,,1,,,,1,,Корпоративное обучение.,1,1,1,1,1,,,,,1,,,,,1
0916f720-0132-11e1-80c2-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,"путевки в детские лагеря, санатории.",1,,,1,,,1,,,"портал ""ЕСТЬ Идея"".",1,,1,,Внутрикорпоративные тренинги.,1,,,1,,,,,,,1,,,1,1,,1,,"Нет обратной связи из офиса, на письма с запросами не отвечают или отвечают с большим опозданием. Много переадресации, это не ко мне и т.д... Неорганизованность и поправки (постоянные изменения) в акциях. Отказ покупателя из за высокой стоимости изделия. Кадровые приказы (отпуск, перевод и т.д.) приходят с большим опозданием.",,,,1,1,1,,1,,1,,1,1,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,нет,1,,1,,1,,1,,,,"атмосфера в коллективе хорошая, товарищеская- деловая.",1,,"открытость, сопричастность, постоянное развитие.",1,1,1,1,1,,,,,1,,,,,1
a8751991-16c8-11e3-babe-ac162d794eee,1,,,,,,1,все в норме,1,,1,,1,,1,,1,,1,,1,,1,,"хотелось бы ""белую"" зарплату",1,,,,1,,1,,,все идеи предлагаемые сотрудниками рассматриваются,1,,1,,доп обучение по программам 1С,1,,1,,,,,,,,1,1,,,1,,1,,товароснабжение,ИЗ переброска,,1,,1,,,1,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,нормальная рабочая,1,,"доброжелательность , постоянное развитие",1,1,1,1,1,,,,,1,,,,1,
9cbea425-727a-11e0-a872-001b789beaf2,,1,,1,,,,ремонтные работы в рабочее время в торговом центре.,1,,1,,1,,1,,1,,1,,1,,1,,предложений пока нет.Но! мой ребёнок так и не получил подарок на Новый год.,1,,,1,,,1,,,"генерировать идеи,приходящие во время работы.",1,,1,,изучение английского языка,1,,1,,,,,,,1,,1,,,1,,1,,"нет предложений,короткий срок работы нашего магазина.","нет ответа,короткий срок работы нашего магазина.",,,1,,,,,,,,,,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,нет ответа,1,,1,,1,,,,1,,всё сотрудники поддерживают дружеские отношения.,1,,нет ответа,1,1,1,1,1,,,,,1,,,,,1
9cbea428-727a-11e0-a872-001b789beaf2,1,,,,,,1,.,1,,1,,1,,1,,1,,,1,1,,1,,бесплатное питание,1,,,1,,,1,,,в процессе общения со своим непосредственным руководителем,1,,1,,больше психологических курсов,1,,1,,,,,,,,1,1,,,1,,1,,.,"логистика, безопасность.",,,,1,,,,,,1,,,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,"в коллективе решаются рабочие вопросы быстро, опративно.",1,,ценности компании,1,1,1,1,1,,,,1,,,,,1,
9cbea426-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,1,,,,1,,1,,мастер-класс по продажам,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,,1,,,,,,,1,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,1,,,,,1,,причастность к жизни компании,1,1,1,1,1,,,,,1,,,,,1
8f795e6a-7e53-11e2-9998-001b789beaf2,1,,,,,,1,--------------------------,1,,1,,1,,1,,1,,1,,1,,1,,----------------------------,1,,,1,,,1,,,----------------------------,1,,,1,----------------------------,1,,1,,,,,,,,1,,,1,1,,1,,-----------------------,-------------------------,,,,,,1,,,,,1,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,-------------------------------------------------,,1,1,,1,,1,,,,---------------------------------,1,,--------------------------------,1,1,1,1,1,,,,,1,,,,,1
3e20ac6f-c663-11e1-abb2-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,оздоровительные путевки для детей,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,таких нет,кассовые процессы,,,,1,,,,,,,1,1,,1,,,1,,,,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,,1,,,1,,"доброжелательное отношение как к сотрудникам, так и к клиентам",1,1,1,1,1,,,,,1,,,,,1
9cbea427-727a-11e0-a872-001b789beaf2,1,,,,,,1,.,1,,1,,1,,1,,1,,1,,1,,1,,нет,1,,,1,,,1,,,.,1,,1,,.,1,,1,,,,,,,,1,1,,,1,,1,,ремонт- не укомплектовано оборудование ; кредит - частые отказы,"Трейд-ин , скупка.",,,,1,,,,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,,1,,.,,1,Клиенто0риентированность компании . Школа профессионализма. Общие принципы работы с клиентами. Атмосфера поддержки и доброжелательности.,1,1,1,1,1,,,,1,,,,,,1
7148875a-e429-11e0-9c6e-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,ничего,1,,,1,,,1,,,,1,,,1,нет,1,,1,,,,,,,,1,1,,,1,,1,,нет таких,-,,,,,,1,,,,,1,,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,1,,,,,1,,все,1,1,1,1,1,,,,1,,,,,1,
b06b3c3a-7ca4-11e1-933a-001b789beaf2,,1,,,,1,,"в одном подсобном помещении 5 кв.м находится сейф, раздевалка, кухня, кабинет и отсутствует вентиляция",1,,,1,,1,1,,1,,,1,1,,1,,расширить список предоставляемых услуг по ДМС,1,,,1,,,1,,,разместить идею на портале,1,,1,,"управление персоналом, немонетарная мотивация персонала, развитие персонала",1,,1,,,,,,,,1,1,,,1,,1,,"обмен в течении 14 дней, ",трейд-ин,,,1,,1,1,,,,1,,1,1,1,,,1,1,,,1,1,,,1,,1,1,,1,,1,,нет,1,,1,,1,,1,,,,,1,,"открытость, доброжелательность",1,1,1,1,1,,,,1,,,,,,1
18799ad9-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,1,"Бесплатные обеды, абонемент в спортзал.",1,,,1,,,1,,,В моей работе всегда есть место творческому подходу.,1,,1,,Побывать на производстве!!!!,1,,1,,,,,,,,1,1,,,1,,1,,1).Мне бы хотелось разнообразить ассортимент; 2).Уточнять и дорабатывать ВСЕ условия акции до ее начала.,Совершенству нет предела))),,,,,,1,,,,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,"На кассе выяснилось, что у клиента не хватает 500 рублей. Я сама доплатила недостающую сумму и провела продажу. Вечером благодарная девушка вернула мне деньги (и подарила шоколадку!)",1,,1,,1,,1,,,,"Атмосфера деловая, при этом в коллективе сохраняются вполне комфортные товарищеские отношения.",1,,"День рождения ""Чайникофф"", ценности компании.",1,1,1,1,1,,,,,1,,,,,1
9cbea443-727a-11e0-a872-001b789beaf2,1,,,,,1,,не устраивает расположение автобусной остановки,1,,1,,,1,1,,1,,,1,1,,1,,частичную оплату занятий спортом в регионах,1,,,,1,,1,,,"к примеру ""есть идея!""",1,,1,,хочется заниматься чем-то новым,1,,1,,,,,,,,1,1,,,1,,1,,приход товара перед праздниками мог быть более разнообразным; ,трейд-ин,,,,,,1,1,,,1,1,1,1,1,,,1,,,,,1,,1,,1,,1,,,1,1,,,1,,1,,1,,,1,,,отношения нормальные,1,,коллективное дополнительное обучение,,,,1,,,,,1,,,,1,,
